cve_asenta|nom_clave|nom_asenta|nom_tipo_asenta|nom_agem|nom_agee|nom_ciudad|cve_agee|cve_oficina|cve_tipo_asenta|cve_agem|nom_zona|cve_ciudad
"0172"|"50200"|"La Trinidad"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Rural"|""
"0173"|"50200"|"Armando Neyra Chavez"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Rural"|""
"0174"|"50200"|"Natividad"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0175"|"50200"|"La Concepción"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0176"|"50200"|"San Salvador"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0177"|"50200"|"Paseos del Pilar"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Urbano"|""
"0178"|"50200"|"San Cristóbal Huichochitlán"|"Pueblo"|"Toluca"|"México"|""|"15"|"50091"|"28"|"106"|"Rural"|""
"0179"|"50200"|"San José Guadalupe"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0180"|"50200"|"Barrio San Gabriel"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Rural"|""
"0181"|"50205"|"San Diego de los Padres Cuexcontitlán"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Rural"|""
"0182"|"50205"|"Jicaltepec Cuexconitlán"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0183"|"50205"|"San Diego de los Padres Otzacatipan"|"Ejido"|"Toluca"|"México"|""|"15"|"50091"|"15"|"106"|"Rural"|""
"0184"|"50206"|"La Loma Cuexcontitlán"|"Ejido"|"Toluca"|"México"|""|"15"|"50091"|"15"|"106"|"Rural"|""
"0185"|"50206"|"San Diego Linares"|"Pueblo"|"Toluca"|"México"|""|"15"|"50091"|"28"|"106"|"Rural"|""
"0186"|"50209"|"Toluca (Lic. Adolfo López Mateos)"|"Aeropuerto"|"Toluca"|"México"|""|"15"|"50091"|"1"|"106"|"Rural"|""
"0187"|"50210"|"Santa Cruz Otzacatipán"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0188"|"50210"|"Los Sauces IV"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Rural"|""
"0189"|"50210"|"Los Sauces V"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Rural"|""
"0190"|"50210"|"Los Sauces II"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Rural"|""
"0191"|"50210"|"Villas de la Hacienda 1a. Sección"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Urbano"|""
"0192"|"50210"|"Hacienda del Valle II"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Urbano"|""
"0193"|"50210"|"Los Sauces III"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Rural"|""
"0194"|"50210"|"Villa Mane"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Urbano"|""
"0195"|"50210"|"Hacienda San José"|"Residencial"|"Toluca"|"México"|""|"15"|"50091"|"30"|"106"|"Rural"|""
"0196"|"50210"|"Los Sauces I"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Rural"|""
"0197"|"50210"|"Bosques de Cantabria"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Urbano"|""
"0198"|"50210"|"La Magdalena"|"Barrio"|"Toluca"|"México"|""|"15"|"50091"|"2"|"106"|"Urbano"|""
"0199"|"50210"|"Villas de la Hacienda 2a. Sección"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Urbano"|""
"0200"|"50210"|"Rancho San José"|"Conjunto habitacional"|"Toluca"|"México"|""|"15"|"50091"|"12"|"106"|"Urbano"|""
"0201"|"50210"|"Hacienda del Valle I"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Urbano"|""
"0202"|"50214"|"Balcones Santín"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Urbano"|""
"0203"|"50214"|"Villas Santín"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Rural"|""
"0204"|"50214"|"Paseos Santín"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Urbano"|""
"0205"|"50220"|"Villa Tulipanes"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Urbano"|""
"0206"|"50220"|"De Canaleja"|"Barrio"|"Toluca"|"México"|""|"15"|"50091"|"2"|"106"|"Urbano"|""
"0207"|"50220"|"Villas de San Mateo"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Urbano"|""
"0208"|"50220"|"San Mateo Otzacatipan"|"Pueblo"|"Toluca"|"México"|""|"15"|"50091"|"28"|"106"|"Rural"|""
"0209"|"50223"|"Parque industrial Exportec II"|"Zona industrial"|"Toluca"|"México"|""|"15"|"50091"|"37"|"106"|"Semiurbano"|""
"0210"|"50223"|"Parque industrial Exportec I"|"Zona industrial"|"Toluca"|"México"|""|"15"|"50091"|"37"|"106"|"Semiurbano"|""
"0211"|"50225"|"Nueva San Francisco"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Rural"|""
"0212"|"50225"|"Geovillas Centenario"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Rural"|""
"0213"|"50225"|"San Miguel Totoltepec"|"Pueblo"|"Toluca"|"México"|""|"15"|"50091"|"28"|"106"|"Rural"|""
"0214"|"50225"|"Bordo de las Canastas"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Urbano"|""
"0215"|"50226"|"Villas Santa María (Galaxia)"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Rural"|""
"0216"|"50226"|"La Arboleda II"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Rural"|""
"0217"|"50226"|"San Pedro Totoltepec"|"Pueblo"|"Toluca"|"México"|""|"15"|"50091"|"28"|"106"|"Rural"|""
"0218"|"50226"|"La Arboleda III"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Rural"|""
"0219"|"50227"|"Rinconadas del Pilar"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Urbano"|""
"0220"|"50227"|"Geovillas de San Mateo"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Urbano"|""
"0221"|"50227"|"Villas de Santa Mónica"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Urbano"|""
"0222"|"50227"|"Misiones de Santa Esperanza"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0223"|"50227"|"La Floresta"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Urbano"|""
"0224"|"50227"|"Paseos de Toluca"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Urbano"|""
"0225"|"50228"|"Las Fuentes"|"Residencial"|"Toluca"|"México"|""|"15"|"50091"|"30"|"106"|"Urbano"|""
"0226"|"50228"|"La Arboleda V"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Urbano"|""
"0227"|"50228"|"Geo Villas de la Ind"|"Unidad habitacional"|"Toluca"|"México"|""|"15"|"50091"|"31"|"106"|"Urbano"|""
"0228"|"50228"|"Geovillas los Cedros"|"Unidad habitacional"|"Toluca"|"México"|""|"15"|"50091"|"31"|"106"|"Urbano"|""
"0229"|"50228"|"Los Sabinos"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Urbano"|""
"0230"|"50228"|"La Arboleda IV"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Urbano"|""
"0231"|"50228"|"La Arboleda"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Rural"|""
"0232"|"50228"|"Las Fuentes Ind."|"Unidad habitacional"|"Toluca"|"México"|""|"15"|"50091"|"31"|"106"|"Urbano"|""
"0233"|"50228"|"Geo Villas de la Ind. II"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Urbano"|""
"0234"|"50228"|"Villa de San Andrés"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Urbano"|""
"0235"|"50228"|"La Crespa"|"Barrio"|"Toluca"|"México"|""|"15"|"50091"|"2"|"106"|"Urbano"|""
"0236"|"50228"|"Las Fuentes del Ordal"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Urbano"|""
"0237"|"50230"|"San Nicolás Tolentino"|"Pueblo"|"Toluca"|"México"|""|"15"|"50091"|"28"|"106"|"Rural"|""
"0238"|"50230"|"San Blas Totoltepec"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0239"|"50230"|"Las Misiones"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Urbano"|""
"0240"|"50230"|"San José Guadalupe Otzacatipan"|"Pueblo"|"Toluca"|"México"|""|"15"|"50091"|"28"|"106"|"Rural"|""
"0241"|"50230"|"San Blas Otzacatipan"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0242"|"50230"|"Villa Toscana"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Urbano"|""
"0243"|"50233"|"Parque industrial Toluca 2000"|"Zona industrial"|"Toluca"|"México"|""|"15"|"50091"|"37"|"106"|"Semiurbano"|""
"0244"|"50233"|"Parque industrial Vesta"|"Zona industrial"|"Toluca"|"México"|""|"15"|"50091"|"37"|"106"|"Urbano"|""
"0245"|"50235"|"El Cerrillo Vista Hermosa"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0246"|"50235"|"Guadalupe Totoltepec"|"Barrio"|"Toluca"|"México"|""|"15"|"50091"|"2"|"106"|"Urbano"|""
"0247"|"50235"|"San Francisco Totoltepec"|"Pueblo"|"Toluca"|"México"|""|"15"|"50091"|"28"|"106"|"Rural"|""
"0248"|"50235"|"San Francisco"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0249"|"50236"|"La Constitución Totoltepec"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Rural"|""
"0250"|"50236"|"Arroyo Vista Hermosa"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Rural"|""
"0251"|"50240"|"El Carmen Totoltepec"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Rural"|""
"0252"|"50240"|"El Olimpo"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Rural"|""
"0253"|"50240"|"Prados de Tollocan"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Rural"|""
"0254"|"50240"|"Los Ahuehuetes"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Urbano"|""
"0255"|"50245"|"Sor Juana Inés de la Cruz"|"Unidad habitacional"|"Toluca"|"México"|""|"15"|"50091"|"31"|"106"|"Urbano"|""
"0256"|"50245"|"Campo Real I"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Urbano"|""
"0257"|"50245"|"Campo Real II"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Urbano"|""
"0258"|"50245"|"Residencial la Joya"|"Unidad habitacional"|"Toluca"|"México"|""|"15"|"50091"|"31"|"106"|"Urbano"|""
"0259"|"50245"|"Campo Real III"|"Unidad habitacional"|"Toluca"|"México"|""|"15"|"50091"|"31"|"106"|"Urbano"|""
"0260"|"50245"|"Jesús García Lovera El Pilar"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0261"|"50245"|"San Jerónimo"|"Unidad habitacional"|"Toluca"|"México"|""|"15"|"50091"|"31"|"106"|"Urbano"|""
"0262"|"50245"|"Hacienda La Galia"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Rural"|""
"0263"|"50245"|"San Antonio Abad"|"Unidad habitacional"|"Toluca"|"México"|""|"15"|"50091"|"31"|"106"|"Urbano"|""
"0264"|"50245"|"La Alameda"|"Unidad habitacional"|"Toluca"|"México"|""|"15"|"50091"|"31"|"106"|"Urbano"|""
"0265"|"50245"|"Santa María Totoltepec"|"Pueblo"|"Toluca"|"México"|""|"15"|"50091"|"28"|"106"|"Rural"|""
"0266"|"50245"|"Campo Real"|"Unidad habitacional"|"Toluca"|"México"|""|"15"|"50091"|"31"|"106"|"Rural"|""
"0267"|"50245"|"Los Héroes I"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Rural"|""
"0268"|"50245"|"María Bonita"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Rural"|""
"0269"|"50245"|"Las Bugambilias"|"Unidad habitacional"|"Toluca"|"México"|""|"15"|"50091"|"31"|"106"|"Urbano"|""
"0270"|"50246"|"Los Héroes III"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Rural"|""
"0271"|"50246"|"El Coecillo"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Rural"|""
"0272"|"50246"|"Los Héroes II"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Rural"|""
"0273"|"50250"|"Las Margaritas"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Urbano"|""
"0274"|"50250"|"Santa Juanita"|"Ejido"|"Toluca"|"México"|""|"15"|"50091"|"15"|"106"|"Rural"|""
"0275"|"50250"|"La Curva"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0276"|"50250"|"La Cañada"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0277"|"50250"|"La Loma"|"Residencial"|"Toluca"|"México"|""|"15"|"50091"|"30"|"106"|"Urbano"|""
"0278"|"50250"|"Las Palomas"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Rural"|""
"0279"|"50250"|"San Felipe Tlalmimilolpan"|"Pueblo"|"Toluca"|"México"|""|"15"|"50091"|"28"|"106"|"Rural"|""
"0280"|"50250"|"Rancho de Maya"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0281"|"50253"|"Jardines de San Pedro"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0282"|"50253"|"La Comunidad"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0283"|"50253"|"Los Álamos"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0284"|"50253"|"El Calvario"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0285"|"50253"|"Dos Ríos"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0286"|"50254"|"Del Panteón"|"Barrio"|"Toluca"|"México"|""|"15"|"50091"|"2"|"106"|"Urbano"|""
"0287"|"50254"|"El Mirador"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0288"|"50254"|"Balcones de San Felipe"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Urbano"|""
"0289"|"50254"|"El Frontón"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0290"|"50254"|"Loma Bonita"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0291"|"50254"|"El Mogote"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0292"|"50254"|"Tlala"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0293"|"50254"|"La Venta"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0294"|"50255"|"Los Pajaritos"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0295"|"50255"|"El Refugio"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Rural"|""
"0296"|"50255"|"Linda Vista"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0297"|"50255"|"Paraje Tlalmimilolpan"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0298"|"50255"|"Santa María"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0299"|"50255"|"San Juan Tilapa Centro"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0300"|"50255"|"Santiago Tlacotepec Centro"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0301"|"50255"|"Santiago Tlacotepec"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0302"|"50255"|"Cristo Rey"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0303"|"50255"|"El Mirador"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0304"|"50255"|"El Durazno"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Rural"|""
"0305"|"50255"|"Vista Hermosa"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0306"|"50255"|"Loma Bonita"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0307"|"50255"|"Guadalupe"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Rural"|""
"0308"|"50256"|"Las Palmas"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0309"|"50256"|"Agua Bendita"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0310"|"50256"|"Las Barraanquitas"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0311"|"50256"|"El Calvario"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0312"|"50256"|"El Canal"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0313"|"50257"|"Apilulco"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0314"|"50257"|"Loma Bonita"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0315"|"50257"|"La Joya"|"Barrio"|"Toluca"|"México"|""|"15"|"50091"|"2"|"106"|"Urbano"|""
"0316"|"50257"|"El Cruzado"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0317"|"50257"|"Benito Juárez"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0318"|"50257"|"Tollocan"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0319"|"50257"|"La Joya de Ignacio Esquivel"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0320"|"50257"|"La Joya"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0321"|"50258"|"Acuxtitla"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0322"|"50258"|"Puxinco"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0323"|"50258"|"El Mostrante"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0324"|"50258"|"La Cruz"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0325"|"50258"|"Guadalupe"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0326"|"50258"|"Rancho Buenavista"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0327"|"50258"|"El Rosario"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0328"|"50258"|"El Chamizal"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0329"|"50258"|"Tilapa"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0330"|"50258"|"Paraje el Ocote"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0331"|"50260"|"Paseos del Valle"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Rural"|""
"0332"|"50260"|"Alejandría"|"Residencial"|"Toluca"|"México"|""|"15"|"50091"|"30"|"106"|"Urbano"|""
"0333"|"50260"|"El Pacífico"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0334"|"50260"|"Capultitlán Centro"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0335"|"50260"|"Villas Fontana"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Urbano"|""
"0336"|"50260"|"La Era"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Urbano"|""
"0337"|"50260"|"Villas Santa Esther"|"Fraccionamiento"|"Toluca"|"México"|""|"15"|"50091"|"21"|"106"|"Urbano"|""
"0338"|"50263"|"San Juan Apóstol"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0339"|"50263"|"La Virgen de Guadalupe"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0340"|"50263"|"Santísima Trinidad"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0341"|"50263"|"De Cristo Rey"|"Barrio"|"Toluca"|"México"|""|"15"|"50091"|"2"|"106"|"Urbano"|""
"0342"|"50263"|"San Isidro Labrador"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0343"|"50263"|"Los Pinos"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0344"|"50263"|"Del Espíritu Santo"|"Barrio"|"Toluca"|"México"|""|"15"|"50091"|"2"|"106"|"Urbano"|""
"0345"|"50263"|"De la Cruz"|"Barrio"|"Toluca"|"México"|""|"15"|"50091"|"2"|"106"|"Urbano"|""
"0346"|"50264"|"San José"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0347"|"50264"|"San Felipe de Jesús"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0348"|"50264"|"Las Palmas"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0349"|"50264"|"San Judas Tadeo"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0350"|"50264"|"San Pablo"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0351"|"50265"|"Sagrado Corazón de Jesús"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0352"|"50265"|"San Pedro"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0353"|"50265"|"San Miguel Zacango"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Rural"|""
"0354"|"50265"|"La Loma"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0355"|"50265"|"Del Campo"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0356"|"50265"|"Sor Juana Inés de la Cruz"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0357"|"50265"|"Del Panteón"|"Barrio"|"Toluca"|"México"|""|"15"|"50091"|"2"|"106"|"Urbano"|""
"0358"|"50265"|"Guadalupe"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0359"|"50265"|"Cacalomacán Centro"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0360"|"50265"|"La Palma"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0361"|"50265"|"Tierra Coloradas"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0362"|"50265"|"Sixto Noguez"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0363"|"50265"|"La Capilla"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0364"|"50265"|"El Chorrito"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0365"|"50265"|"Las Palomas"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0366"|"50266"|"San Antonio Buenavista"|"Pueblo"|"Toluca"|"México"|""|"15"|"50091"|"28"|"106"|"Rural"|""
"0367"|"50270"|"Tecaxic"|"Pueblo"|"Toluca"|"México"|""|"15"|"50091"|"28"|"106"|"Rural"|""
"0368"|"50270"|"Tepetongo"|"Barrio"|"Toluca"|"México"|""|"15"|"50091"|"2"|"106"|"Urbano"|""
"0369"|"50273"|"Buenavista"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0370"|"50273"|"San Pablo"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0371"|"50274"|"Pueblo Nuevo"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0372"|"50274"|"Tlalnepantla"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0373"|"50274"|"Pedregal"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0374"|"50280"|"Calixtlahuaca"|"Pueblo"|"Toluca"|"México"|""|"15"|"50091"|"28"|"106"|"Rural"|""
